SLC25A26	ENSG00000261657
RNA5SP447	ENSG00000200619
NFE2L1	ENSG00000082641
SCNN1D	ENSG00000162572
CSNK1A1L	ENSG00000180138
TIGIT	ENSG00000181847
SLC27A6	ENSG00000113396
ZNF662	ENSG00000182983
TNKS2-AS1	ENSG00000228701
RN7SL756P	ENSG00000244610
HMGN2P20	ENSG00000232963
PLEKHG3	ENSG00000126822
MIR548AA2	ENSG00000207688
ATP6AP1L	ENSG00000205464
PPP2R1B	ENSG00000262764
SRP9P1	ENSG00000180581
SEC14L4	ENSG00000133488
SLC15A3	ENSG00000110446
SNORA38B	ENSG00000200394
GNPTG	ENSG00000090581
RBCK1	ENSG00000125826
TRIM24	ENSG00000122779
RNU6-1077P	ENSG00000222438
RPL36AP21	ENSG00000240785
RAB11AP2	ENSG00000255976
SDHCP2	ENSG00000214549
GGTA2P	ENSG00000237766
HIST1H1A	ENSG00000124610
NUMBL	ENSG00000105245
RPL17P41	ENSG00000213179
HBG1	ENSG00000213934
RPL36AP13	ENSG00000233747
MICB	ENSG00000231179
PTTG4P	ENSG00000258571
MRPL40P1	ENSG00000256037
GDF9	ENSG00000164404
NTAN1P3	ENSG00000256355
RN7SL58P	ENSG00000241552
PAK1IP1	ENSG00000111845
ELAVL2	ENSG00000107105
TTTY6	ENSG00000131538
KRT43P	ENSG00000236473
DSG3	ENSG00000134757
RASSF4	ENSG00000107551
ADAMTS13	ENSG00000260099
RNA5SP88	ENSG00000202430
RNU6-1085P	ENSG00000200446
RNU6-936P	ENSG00000206732
FAM197Y7	ENSG00000228383
SEPT7P3	ENSG00000226102
HIST1H3A	ENSG00000198366
RNU2-32P	ENSG00000223125
USP32P2	ENSG00000233327
LINC00974	ENSG00000226629
UBE2V1P12	ENSG00000249191
MMP17	ENSG00000198598
ETS2	ENSG00000157557
EIF4A1P8	ENSG00000213484
MIR1185-1	ENSG00000221525
C17orf51	ENSG00000212719
RNF8	ENSG00000112130
MAGED4	ENSG00000154545
TCEB1P8	ENSG00000234131
KRT42P	ENSG00000214514
MIR1185-2	ENSG00000221614
GINS4	ENSG00000147536
ZNF277	ENSG00000198839
MIR381HG	ENSG00000258861
MIR381	ENSG00000199020
C16orf92	ENSG00000167194
SPNS2	ENSG00000183018
BRPF1	ENSG00000156983
MIR487B	ENSG00000207754
MIR539	ENSG00000202560
EEF1A1P24	ENSG00000223668
MPC1	ENSG00000060762
MIR889	ENSG00000216099
MIR544A	ENSG00000207587
SNORA6	ENSG00000206760
SKA1	ENSG00000262634
MIR655	ENSG00000207646
CDY13P	ENSG00000224873
SNORA62	ENSG00000202363
RFTN2	ENSG00000162944
NFU1P1	ENSG00000230757
NME1	ENSG00000239672
DNAJC27-AS1	ENSG00000224165
RNU4-56P	ENSG00000201570
RN7SL411P	ENSG00000265327
MRPS36P5	ENSG00000257927
HIST1H4A	ENSG00000196176
C6orf136	ENSG00000206487
ZNF165	ENSG00000197279
ENTPD3-AS1	ENSG00000223797
CDR2L	ENSG00000109089
HIST1H4B	ENSG00000124529
ZNF221	ENSG00000159905
POU3F3	ENSG00000198914
SLFN11	ENSG00000172716
FDXACB1	ENSG00000255561
USP9YP24	ENSG00000230814
DSG2	ENSG00000046604
HECW1	ENSG00000002746
PGAM1P3	ENSG00000230274
RPL28	ENSG00000108107
PRSS58	ENSG00000258223
TMEM167A	ENSG00000174695
ZSCAN16	ENSG00000196812
RPS6P20	ENSG00000226356
FAM57B	ENSG00000149926
GP1BB	ENSG00000203618
PTPRB	ENSG00000127329
MRPS9	ENSG00000135972
GPR123	ENSG00000197177
TULP1	ENSG00000112041
MCCD1	ENSG00000225228
IQCA1P1	ENSG00000183016
HIST1H3B	ENSG00000124693
IZUMO3	ENSG00000205442
NT5DC4	ENSG00000144130
NPHP1	ENSG00000144061
HSFY7P	ENSG00000228571
GPR116	ENSG00000069122
ARNTL	ENSG00000133794
OFD1P9Y	ENSG00000230476
ZNF155	ENSG00000204920
ZNF638	ENSG00000075292
TBX1	ENSG00000184058
TRIQK	ENSG00000205133
SEC14L6	ENSG00000214491
PCSK6	ENSG00000140479
RNA5SP376	ENSG00000212251
NR2C2AP	ENSG00000184162
MIR671	ENSG00000211517
TRAFD1	ENSG00000135148
PSMG1	ENSG00000183527
TUSC1	ENSG00000198680
HIST1H2AB	ENSG00000137259
BFSP2	ENSG00000170819
ALDOC	ENSG00000109107
SRP68P2	ENSG00000227689
LIMD2	ENSG00000136490
CDC37P1	ENSG00000259982
POU2F2	ENSG00000028277
AHSA1	ENSG00000100591
RPL32P14	ENSG00000242654
ELOVL6	ENSG00000170522
NPRL2	ENSG00000114388
WDR86-AS1	ENSG00000243836
RN7SL622P	ENSG00000265052
TOMM6	ENSG00000214736
CCDC172	ENSG00000182645
RAD9B	ENSG00000151164
HSPD1P15	ENSG00000249557
CAAP1	ENSG00000120159
CCT6P4	ENSG00000232610
RBMY2BP	ENSG00000224657
MIR4721	ENSG00000264455
ICT1	ENSG00000167862
OSTN-AS1	ENSG00000233308
LINC00674	ENSG00000237854
TTR	ENSG00000118271
GRHL3	ENSG00000158055
ALG9	ENSG00000262577
HMGB2	ENSG00000164104
GTPBP2	ENSG00000172432
RN7SL856P	ENSG00000240913
MIR3907	ENSG00000265810
HIST1H2BB	ENSG00000196226
LRFN4	ENSG00000173621
LRRC37A16P	ENSG00000267023
RN7SL76P	ENSG00000241959
TMEM14C	ENSG00000111843
ETF1P2	ENSG00000240132
NPLOC4	ENSG00000182446
UNKL	ENSG00000059145
SEZ6	ENSG00000063015
RPS6KA2	ENSG00000071242
RN7SKP222	ENSG00000222583
ZC3H10	ENSG00000135482
RNA5SP373	ENSG00000253080
SUCLA2P3	ENSG00000229593
FGF12-AS1	ENSG00000231383
HBG2	ENSG00000196565
DDX39B	ENSG00000237889
PRKAG2-AS1	ENSG00000239911
QRSL1	ENSG00000130348
MIR4707	ENSG00000265037
FGF12-AS2	ENSG00000230126
ZBTB20	ENSG00000181722
TSPY7P	ENSG00000188656
CR1	ENSG00000203710
FGF12-AS3	ENSG00000226709
LECT2	ENSG00000145826
CCDC144B	ENSG00000154874
RNU6-604P	ENSG00000212219
PDHA1	ENSG00000131828
RNU1-20P	ENSG00000200184
SH3GL1P3	ENSG00000267352
HSPA8P14	ENSG00000257539
C11orf86	ENSG00000173237
MARK2P13	ENSG00000228815
USP49	ENSG00000164663
VEZF1P1	ENSG00000236229
AIFM2	ENSG00000042286
POSTN	ENSG00000133110
RNU6-1138P	ENSG00000202229
FOXK1	ENSG00000164916
ATP13A5-AS1	ENSG00000236508
NCAN	ENSG00000130287
YBX1P4	ENSG00000213188
RANBP3L	ENSG00000164188
RNU6-1046P	ENSG00000252347
ATP13A4-AS1	ENSG00000225473
AVEN	ENSG00000169857
SEPT7P6	ENSG00000241007
SAP30	ENSG00000164105
MIR208A	ENSG00000199157
UBBP4	ENSG00000263563
FAM197Y6	ENSG00000237802
FABP5P3	ENSG00000241735
OPA1-AS1	ENSG00000224855
MIR208B	ENSG00000215991
GCNT3	ENSG00000140297
GAL3ST1	ENSG00000128242
ENPEP	ENSG00000138792
RNA5SP442	ENSG00000201920
MCTP1	ENSG00000262742
RN7SL447P	ENSG00000243991
RN7SL399P	ENSG00000239542
RN7SL871P	ENSG00000263830
TAF9B	ENSG00000187325
SYT12	ENSG00000173227
CCT8L1P	ENSG00000020219
KIN	ENSG00000151657
SNORD56B	ENSG00000207444
LINC01003	ENSG00000261455
TTC25	ENSG00000204815
RN7SL683P	ENSG00000242330
PLAA	ENSG00000137055
EREG	ENSG00000124882
ATAD1	ENSG00000138138
RNA5SP250	ENSG00000199404
MTRNR2L1	ENSG00000256618
MIR1301	ENSG00000221445
CMTR1	ENSG00000137200
RNF5	ENSG00000228405
RN7SL811P	ENSG00000265439
BRD7P1	ENSG00000259043
ATP5F1P3	ENSG00000214003
SPTAN1	ENSG00000197694
B4GALT6	ENSG00000118276
RN7SL845P	ENSG00000244328
ITPRIPL1	ENSG00000198885
EEF1A1P17	ENSG00000257907
RNU6-1263P	ENSG00000207331
ANAPC5	ENSG00000089053
DHX16	ENSG00000206486
LINC00973	ENSG00000240476
ZNF230	ENSG00000159882
AP5Z1	ENSG00000242802
GNB1L	ENSG00000185838
PPP1R1A	ENSG00000135447
ACTG1P13	ENSG00000241305
NHP2P1	ENSG00000105988
LAMTOR3P2	ENSG00000248979
AREG	ENSG00000109321
MARK2P9	ENSG00000232709
RNU6-701P	ENSG00000206786
CD6	ENSG00000013725
MIR5706	ENSG00000264536
MYBBP1A	ENSG00000132382
NBEAL1	ENSG00000144426
GTF2A2	ENSG00000140307
HAPLN4	ENSG00000187664
PRSS3P3	ENSG00000260474
RN7SL644P	ENSG00000264313
TRBV1	ENSG00000260168
TRBV3-2	ENSG00000260849
RN7SL174P	ENSG00000243333
RNA5SP190	ENSG00000202092
TRBV8-1	ENSG00000260925
RNU5B-2P	ENSG00000199906
UQCRQ	ENSG00000164405
RPL5P10	ENSG00000234067
TRBV5-2	ENSG00000259951
HIST1H3C	ENSG00000196532
EEF1GP3	ENSG00000226845
TRBV8-2	ENSG00000260554
TPM3P7	ENSG00000187536
WSB1	ENSG00000109046
HAT1	ENSG00000128708
DPPA2P3	ENSG00000224403
B3GNT5	ENSG00000176597
CHID1	ENSG00000177830
KNDC1	ENSG00000171798
TRBV12-1	ENSG00000260215
HMGN2P24	ENSG00000229072
C11orf1	ENSG00000137720
RN7SKP205	ENSG00000222931
FABP5P6	ENSG00000249919
HBE1	ENSG00000213931
LINC00596	ENSG00000259334
RBMY2WP	ENSG00000230727
TM6SF2	ENSG00000213996
FGL2	ENSG00000127951
DHRS4-AS1	ENSG00000215256
ARHGAP26	ENSG00000145819
HIST1H1C	ENSG00000187837
FAM198A	ENSG00000144649
DDAH2	ENSG00000226634
ARL17A	ENSG00000185829
TTTY17A	ENSG00000228240
GUSBP1	ENSG00000183666
C16orf91	ENSG00000174109
RNA5SP377	ENSG00000212154
NCOA1	ENSG00000084676
CHRM5	ENSG00000184984
FAM197Y3	ENSG00000230066
EIF2S2P3	ENSG00000236493
RNU6-718P	ENSG00000251975
MSH5-SAPCD1	ENSG00000255152
NAT1	ENSG00000171428
ATE1	ENSG00000107669
TNF	ENSG00000228978
ZNF222	ENSG00000159885
XIAP	ENSG00000101966
LACRT	ENSG00000135413
ZNF705A	ENSG00000196946
NIP7P1	ENSG00000232805
CRYAB	ENSG00000109846
ACAP3	ENSG00000131584
EMC7	ENSG00000134153
XRCC6P1	ENSG00000237417
C10orf10	ENSG00000165507
KCTD2	ENSG00000180901
LTB	ENSG00000231314
CCDC154	ENSG00000197599
GRB2	ENSG00000177885
SEL1L3	ENSG00000091490
RNA5SP323	ENSG00000212396
RAB11AP1	ENSG00000227995
POMGNT2	ENSG00000144647
OGG1	ENSG00000114026
PIPSL	ENSG00000180764
RNF145	ENSG00000145860
ABCA8	ENSG00000141338
PRRT1	ENSG00000235956
RNY4P26	ENSG00000252895
RNA5SP314	ENSG00000222406
OR51B4	ENSG00000183251
IFRD1	ENSG00000006652
MIR487A	ENSG00000207558
SSSCA1	ENSG00000173465
MIR382	ENSG00000207742
STRADA	ENSG00000266173
LEAP2	ENSG00000164406
MIR134	ENSG00000207993
OR51B2	ENSG00000184881
GLUD1P2	ENSG00000227781
MIR485	ENSG00000208027
KCNMB2	ENSG00000197584
BNIP2	ENSG00000140299
C7orf33	ENSG00000170279
CAPN14	ENSG00000214711
PNLIPRP3	ENSG00000203837
PES1	ENSG00000100029
SERF1B	ENSG00000205572
MIR323B	ENSG00000208004
OR51B5	ENSG00000242180
TMCC1	ENSG00000172765
SLC25A52	ENSG00000141437
MIR635	ENSG00000207561
MIR154	ENSG00000207978
ISOC1	ENSG00000066583
OR51B6	ENSG00000176239
PTGES3P2	ENSG00000217643
RADIL	ENSG00000157927
ZNF223	ENSG00000178386
FAM197Y2	ENSG00000234803
ABCA9-AS1	ENSG00000231749
CR1L	ENSG00000197721
FAM89B	ENSG00000176973
GSAP	ENSG00000186088
RN7SL645P	ENSG00000240863
MYLIP	ENSG00000007944
MIR4524B	ENSG00000265331
UQCRHP2	ENSG00000237629
SMPD3	ENSG00000103056
TRBV11-2	ENSG00000260241
SNRPGP4	ENSG00000267203
MIR3921	ENSG00000264897
RNU6-269P	ENSG00000212379
TRBV12-2	ENSG00000261214
RNU6-1110P	ENSG00000252271
TRBV7-5	ENSG00000259903
RNU6-942P	ENSG00000199872
ZNF736P11Y	ENSG00000215537
VTI1BP1	ENSG00000243974
NRD1	ENSG00000078618
SRP54	ENSG00000100883
TRBV21-1	ENSG00000260768
AREGB	ENSG00000205595
TRBV22-1	ENSG00000261619
HSPB2-C11orf52	ENSG00000254445
RNU6-103P	ENSG00000200556
GMFBP1	ENSG00000243495
SNORA46	ENSG00000207493
C11orf52	ENSG00000149300
MARS2	ENSG00000247626
OR51M1	ENSG00000184698
TRBVA	ENSG00000260794
SNORA50	ENSG00000206952
C22orf29	ENSG00000215012
TRBV26	ENSG00000260346
GPR179	ENSG00000188888
CKAP2L	ENSG00000169607
OR51J1	ENSG00000184321
RNU6-865P	ENSG00000201642
ACTR3P3	ENSG00000242573
OR51Q1	ENSG00000167360
TRBVB	ENSG00000261735
IFT74	ENSG00000096872
ZWILCH	ENSG00000174442
MROH6	ENSG00000204839
PGBD4P1	ENSG00000260353
SMARCE1P6	ENSG00000214465
ANKRD36B	ENSG00000196912
PRSS3P1	ENSG00000261225
OR51I1	ENSG00000167359
OR51I2	ENSG00000187918
SCRG1	ENSG00000164106
RNASET2	ENSG00000026297
SEPW1	ENSG00000178980
C8orf87	ENSG00000254318
UGP2	ENSG00000169764
MMP21	ENSG00000154485
ARL6IP6	ENSG00000177917
OR52D1	ENSG00000181609
MTND4P6	ENSG00000224042
WBP1LP1	ENSG00000261808
LST1	ENSG00000235915
PPIL1P1	ENSG00000237951
UBQLN3	ENSG00000175520
OR9P1P	ENSG00000260829
UBE2S	ENSG00000108106
TSSC4	ENSG00000184281
IFNG-AS1	ENSG00000255733
EHBP1L1	ENSG00000173442
OR6W1P	ENSG00000260632
SIX3	ENSG00000138083
MED20	ENSG00000124641
C6orf203	ENSG00000130349
HAND2	ENSG00000164107
NEDD4L	ENSG00000049759
MAP3K15	ENSG00000180815
STPG1	ENSG00000001460
NAT2	ENSG00000156006
ZNF479	ENSG00000260513
AFF4	ENSG00000072364
CLCN7	ENSG00000103249
LINC01028	ENSG00000267603
AAK1	ENSG00000115977
LRP1	ENSG00000123384
ZNF284	ENSG00000186026
SOCS7	ENSG00000174111
RPL39P28	ENSG00000244432
BRWD1	ENSG00000185658
DCD	ENSG00000161634
BOLL	ENSG00000152430
TRAPPC8	ENSG00000153339
SHISA7	ENSG00000187902
ARNT	ENSG00000143437
HNRNPA1P70	ENSG00000236946
CUTA	ENSG00000112514
UBLCP1	ENSG00000164332
MIR4283-1	ENSG00000266788
CDKN2AIPNLP2	ENSG00000145835
UBQLNL	ENSG00000175518
RNU6-1155P	ENSG00000200424
PAXIP1-AS1	ENSG00000273344
RN7SL143P	ENSG00000244003
SPATA20	ENSG00000006282
FBXL21	ENSG00000164616
FBXO8	ENSG00000164117
GEMIN8P2	ENSG00000260451
SAPCD1	ENSG00000228727
SLC25A26	ENSG00000144741
TSSK1B	ENSG00000212122
SIX2	ENSG00000170577
CXCR2	ENSG00000180871
TBC1D20	ENSG00000125875
MIEN1	ENSG00000141741
ZNF224	ENSG00000267680
CIB4	ENSG00000157884
RPS27P27	ENSG00000244043
TPRX1	ENSG00000178928
GMPR	ENSG00000137198
RNU4-58P	ENSG00000200062
ISOC2	ENSG00000063241
APOOP5	ENSG00000260013
CLASP1	ENSG00000074054
UROS	ENSG00000188690
HFE	ENSG00000010704
SVOPL	ENSG00000157703
CTC1	ENSG00000178971
OR52H1	ENSG00000181616
RN7SKP280	ENSG00000201066
TSPAN10	ENSG00000182612
OR52B6	ENSG00000187747
RHOD	ENSG00000173156
SUGP1	ENSG00000105705
SNRK	ENSG00000163788
AOAH-IT1	ENSG00000230539
DOK1	ENSG00000115325
ICK	ENSG00000112144
PPT2	ENSG00000227600
HSPD1P1	ENSG00000213430
MIR4517	ENSG00000266868
YTHDC2	ENSG00000047188
FAM92A1	ENSG00000188343
ALDH5A1	ENSG00000112294
ALDOA	ENSG00000149925
TNRC18P3	ENSG00000260039
CXCR1	ENSG00000163464
BEND3	ENSG00000178409
ZMAT3	ENSG00000172667
NPM1P18	ENSG00000225739
PSD3	ENSG00000156011
WNT7A	ENSG00000154764
MIR1200	ENSG00000221325
SLC29A4P1	ENSG00000261756
ELMO1-AS1	ENSG00000224101
BTBD10	ENSG00000148925
SPATA9	ENSG00000145757
RPS17P13	ENSG00000224706
TCN2	ENSG00000185339
KCNK3	ENSG00000171303
AGPAT6	ENSG00000158669
RNU6-565P	ENSG00000222869
RPS10P14	ENSG00000213744
AGBL5-AS1	ENSG00000231636
NAPRT1	ENSG00000147813
PBX2P1	ENSG00000244171
TMTC3	ENSG00000139324
NECAP1P1	ENSG00000178503
PDSS2	ENSG00000164494
SLC9A9-AS1	ENSG00000240012
RPL38	ENSG00000172809
PMCHL1	ENSG00000168967
TRIM6	ENSG00000121236
FOXB1	ENSG00000171956
RRN3P2	ENSG00000103472
SLC9A9-AS2	ENSG00000244493
VWA7	ENSG00000204396
ARMC8	ENSG00000114098
GAPDHP47	ENSG00000243033
LXN	ENSG00000079257
ST13P15	ENSG00000243759
TYSND1	ENSG00000156521
DIXDC1	ENSG00000150764
ESYT1	ENSG00000139641
NCR3	ENSG00000236315
CD5	ENSG00000110448
ARPC2	ENSG00000163466
RNA5SP383	ENSG00000199804
SLC39A2	ENSG00000165794
PREX1	ENSG00000124126
TRPM5	ENSG00000070985
SRBD1	ENSG00000068784
AGBL5-IT1	ENSG00000229122
GPR45	ENSG00000135973
TRGVB	ENSG00000231202
MUCL1	ENSG00000172551
TRGVA	ENSG00000225992
LRRC19	ENSG00000184434
SLC35F6	ENSG00000213699
RNA5SP361	ENSG00000199556
CEP44	ENSG00000164118
FGFR1OP	ENSG00000213066
KDM2A	ENSG00000173120
TRGV7	ENSG00000249978
PLEKHA8P1	ENSG00000134297
TRGV6	ENSG00000226212
LCTL	ENSG00000188501
TRPC4	ENSG00000133107
PHKG1P4	ENSG00000261107
ZNF90P1	ENSG00000241738
ULK1	ENSG00000177169
RN7SKP58	ENSG00000222942
ATP6V0E1P2	ENSG00000223513
CAMK1	ENSG00000134072
ZNF628	ENSG00000197483
DUSP8P1	ENSG00000213686
HNRNPA3	ENSG00000170144
SLFN12	ENSG00000172123
RPL36P20	ENSG00000234270
CTSLP3	ENSG00000228418
SLC8B1	ENSG00000089060
TGFBRAP1	ENSG00000135966
IL12B	ENSG00000113302
FAM172BP	ENSG00000175841
PCNPP1	ENSG00000258359
TPMTP2	ENSG00000234562
TSPY15P	ENSG00000236786
RNU4-78P	ENSG00000222872
SALL4P6	ENSG00000231280
SLC35E4	ENSG00000100036
RBMY3AP	ENSG00000231436
NAT14	ENSG00000090971
RNU6-1256P	ENSG00000252348
CSNK2A1	ENSG00000101266
NME1-NME2	ENSG00000243678
ZBTB11-AS1	ENSG00000256628
RPRM	ENSG00000177519
PDCL3P4	ENSG00000244119
CRX	ENSG00000105392
MAPKAPK5-AS1	ENSG00000234608
APBB1IP	ENSG00000077420
XRCC4	ENSG00000152422
GCNT1P2	ENSG00000249206
BTC	ENSG00000174808
ADAMTS19	ENSG00000145808
RN7SL572P	ENSG00000264118
PHBP5	ENSG00000233523
ARHGAP23	ENSG00000225485
DUSP18	ENSG00000167065
ADRA1B	ENSG00000170214
VPS37C	ENSG00000167987
TEK	ENSG00000120156
TRGV5P	ENSG00000228668
RN7SL83P	ENSG00000241756
ANO10	ENSG00000160746
KRT8P20	ENSG00000227404
HDAC1P1	ENSG00000234724
POU6F2-AS2	ENSG00000233854
NCF1B	ENSG00000182487
RNU6-657P	ENSG00000206631
TGFBI	ENSG00000120708
SLC5A10	ENSG00000154025
SPTB	ENSG00000070182
TSPY25P	ENSG00000234110
C10orf76	ENSG00000120029
TSPY16P	ENSG00000226223
KIAA1462	ENSG00000165757
PLCE1-AS1	ENSG00000268894
TTTY8	ENSG00000183385
PDZD2	ENSG00000133401
ADCK4	ENSG00000123815
PARM1	ENSG00000169116
COMTD1	ENSG00000165644
RARRES1	ENSG00000118849
TTC1	ENSG00000113312
PTX4	ENSG00000251692
KCNJ2-AS1	ENSG00000267365
PGBD4	ENSG00000182405
CALM2P1	ENSG00000267170
CCNK	ENSG00000090061
CTBP2P2	ENSG00000235746
TPRX2P	ENSG00000259009
MTND4P19	ENSG00000230338
ZNF225	ENSG00000256294
NEUROD1	ENSG00000162992
CYSLTR1	ENSG00000173198
CYP2C58P	ENSG00000235199
SULT2A1	ENSG00000105398
SMAD6	ENSG00000137834
PPP1R18	ENSG00000206485
TTTY7B	ENSG00000147761
MSH5	ENSG00000233345
XAGE2B	ENSG00000155622
NIPAL3	ENSG00000001461
CD46	ENSG00000117335
RNU6-461P	ENSG00000201065
RNU1-43P	ENSG00000201922
BSPH1	ENSG00000188334
NDUFA4P2	ENSG00000236691
TELO2	ENSG00000100726
SSC5D	ENSG00000179954
ATP5H	ENSG00000167863
AP4M1	ENSG00000221838
ZNF234	ENSG00000263002
KATNBL1	ENSG00000134152
FTH1P3	ENSG00000213453
FAM35EP	ENSG00000230210
PITX2	ENSG00000164093
SLC40A1	ENSG00000138449
RN7SL527P	ENSG00000266197
CENPA	ENSG00000115163
SAR1A	ENSG00000079332
PNLIP	ENSG00000175535
POU6F2-AS1	ENSG00000224122
CTGLF12P	ENSG00000179296
CBX1	ENSG00000108468
ELSPBP1	ENSG00000169393
ZCCHC5	ENSG00000179300
KLHL6	ENSG00000172578
SH3KBP1	ENSG00000147010
XAGE1B	ENSG00000204382
GPR110	ENSG00000153292
RNA5SP315	ENSG00000252149
TSSC1	ENSG00000032389
EIF4BP4	ENSG00000229572
SOBP	ENSG00000112320
BMS1P7	ENSG00000243899
LAMP5	ENSG00000125869
LINC00265	ENSG00000188185
RNU4-69P	ENSG00000222609
GNPATP	ENSG00000259844
RNU7-97P	ENSG00000238704
RNU6-986P	ENSG00000200003
MIR548AT	ENSG00000264314
PTPN20CP	ENSG00000126542
TADA3	ENSG00000171148
FDXACB1	ENSG00000262028
MIR5010	ENSG00000265611
RNU6-719P	ENSG00000252480
PTP4A2P1	ENSG00000267185
CICP22	ENSG00000226220
M1AP	ENSG00000159374
RCHY1	ENSG00000163743
NRM	ENSG00000206484
RN7SKP76	ENSG00000201289
TTTY4	ENSG00000226906
MIR548AB	ENSG00000265328
RPS6P21	ENSG00000243499
RNU6-21P	ENSG00000207441
TMEM14B	ENSG00000137210
RNA5SP144	ENSG00000222778
RPS2P41	ENSG00000244060
PTH	ENSG00000152266
LPAR4	ENSG00000147145
GM2AP1	ENSG00000241695
RPL21P39	ENSG00000239797
CCR6	ENSG00000112486
RNA5SP378	ENSG00000200516
GTF2IRD2P1	ENSG00000214544
TXNRD2	ENSG00000184470
UBE2FP2	ENSG00000261199
PUSL1	ENSG00000169972
CCDC85C	ENSG00000205476
RPS15AP34	ENSG00000241808
KIAA1024L	ENSG00000186367
RHOBTB3	ENSG00000164292
ARHGAP22-IT1	ENSG00000248682
NR3C1	ENSG00000113580
OSBP2	ENSG00000184792
C11orf1	ENSG00000262176
METAP1D	ENSG00000172878
SSFA2	ENSG00000138434
PGA3	ENSG00000229859
DNAJC21	ENSG00000168724
SMN2	ENSG00000205571
RNU6-802P	ENSG00000207141
NSF	ENSG00000073969
ZNF226	ENSG00000167380
SLFN13	ENSG00000154760
ZFP90	ENSG00000184939
CHSY3	ENSG00000198108
ACTR3	ENSG00000115091
FAR1	ENSG00000197601
PIK3CA	ENSG00000121879
HMGN2P6	ENSG00000257179
KRT12	ENSG00000263243
TCP10L2	ENSG00000166984
DLAT	ENSG00000150768
ZNHIT3	ENSG00000108278
KRT20	ENSG00000263057
EQTN	ENSG00000120160
MSH5-SAPCD1	ENSG00000264619
MIR4263	ENSG00000265321
LINC00922	ENSG00000261742
SMAD3	ENSG00000166949
P2RY10	ENSG00000078589
MIR496	ENSG00000207961
SNX29P2	ENSG00000198106
GAP43	ENSG00000172020
RPS18	ENSG00000235650
SP140	ENSG00000079263
SH2D4A	ENSG00000104611
C10orf25	ENSG00000165511
GPR31	ENSG00000120436
ADRBK1	ENSG00000173020
RAB3B	ENSG00000169213
NCAPH	ENSG00000121152
GRB7	ENSG00000141738
SAPCD1	ENSG00000227861
HINT1	ENSG00000169567
RNU6-671P	ENSG00000239178
TESPA1	ENSG00000135426
LINC00938	ENSG00000273015
CUL1	ENSG00000055130
KCNQ1	ENSG00000053918
STK17A	ENSG00000164543
CRYAB	ENSG00000263007
UNC93A	ENSG00000112494
EIF1AY	ENSG00000198692
RN7SL246P	ENSG00000265093
HSD17B1P1	ENSG00000108785
KNOP1P2	ENSG00000270429
CDK5	ENSG00000164885
ATP5LP7	ENSG00000267189
MOB3B	ENSG00000120162
HMGB3P27	ENSG00000267132
FAM90A1	ENSG00000171847
EMC4	ENSG00000128463
RN7SL639P	ENSG00000264948
CCDC64	ENSG00000135127
C2orf49	ENSG00000135974
FOXO3B	ENSG00000240445
UBE2SP2	ENSG00000224126
CABP5	ENSG00000105507
GPR174	ENSG00000147138
ASIC1	ENSG00000110881
SLX1B-SULT1A4	ENSG00000260280
HECTD4	ENSG00000173064
MTND4P20	ENSG00000233377
HPGD	ENSG00000164120
IFT140	ENSG00000187535
CYP2C59P	ENSG00000228460
POM121B	ENSG00000205578
ARPC4	ENSG00000241553
CYP2C60P	ENSG00000260863
TCF19	ENSG00000233890
IFNK	ENSG00000147896
MIR4294	ENSG00000264800
NME2	ENSG00000011052
ITM2A	ENSG00000078596
CLEC6A	ENSG00000205846
FAM170B-AS1	ENSG00000234736
RCAN3	ENSG00000117602
ARFGEF2	ENSG00000124198
TRIM6-TRIM34	ENSG00000258588
BYSL	ENSG00000112578
VWA7	ENSG00000238203
RNU6-1017P	ENSG00000200483
SNORA70G	ENSG00000206650
HMGN1	ENSG00000205581
FKBP5	ENSG00000096060
SBK2	ENSG00000187550
TRIM60P8Y	ENSG00000232764
MAD2L1BP	ENSG00000124688
UFM1	ENSG00000120686
C6orf136	ENSG00000237012
CDH3	ENSG00000062038
TXNDC12	ENSG00000117862
KLLN	ENSG00000227268
ZNF736P3Y	ENSG00000233126
C9orf72	ENSG00000147894
TRIM60P9Y	ENSG00000227251
TTTY21	ENSG00000228890
OR7A19P	ENSG00000272963
CLEC4D	ENSG00000166527
ITPKC	ENSG00000086544
TTLL2	ENSG00000120440
SNORA49	ENSG00000208892
RNU6-374P	ENSG00000201016
DPYSL5	ENSG00000157851
PPP1R12BP2	ENSG00000205936
ADAM1A	ENSG00000229186
MSNP1	ENSG00000251593
SBK3	ENSG00000231274
ATXN1	ENSG00000124788
TTTY2	ENSG00000212855
SNRPGP7	ENSG00000242915
REREP1Y	ENSG00000225189
NCMAP	ENSG00000184454
FAM177A1	ENSG00000151327
ZNF503	ENSG00000165655
PNLIPRP1	ENSG00000187021
RNU6-581P	ENSG00000252023
ZNF22	ENSG00000165512
C10orf71-AS1	ENSG00000236208
RNU4-43P	ENSG00000222560
ZNF579	ENSG00000218891
RNA5SP89	ENSG00000222232
PLA2G4C	ENSG00000105499
RNF125	ENSG00000101695
WDR34	ENSG00000119333
RNA5SP240	ENSG00000202225
PTEN	ENSG00000171862
HMGN1P18	ENSG00000234927
UBD	ENSG00000231968
SEMA4F	ENSG00000135622
OR13A1	ENSG00000256574
PDE6G	ENSG00000185527
MFSD1	ENSG00000118855
RNA5SP241	ENSG00000212628
TCP10	ENSG00000203690
